,CreditGrade,LoanStatus,ProsperScore,EmploymentStatus,StatedMonthlyIncome,MonthlyLoanPayment,LoanOriginalAmount,DebtToIncomeRatio,EstimatedLoss,diff_income_loan
10754,C,0,,Retired,3244.0,351.57,10000,0.29,,-6756.0
10755,HR,0,,Full-time,2000.0,54.28,1200,0.09,,800.0
10756,,0,8.0,Employed,7500.0,259.35,10000,0.18,0.0595,-2500.0
10757,D,0,,Self-employed,6666.666667,132.76,3500,0.06,,3166.6666670000004
10758,,0,4.0,Employed,1166.666667,87.1,2000,0.61,0.147,-833.333333
10759,,0,5.0,Employed,3333.333333,173.71,4000,0.28,0.165,-666.666667
10760,,0,2.0,Employed,2916.666667,169.94,4000,0.48,0.1475,-1083.333333
10761,,0,1.0,Employed,3333.333333,173.71,4000,0.4,0.1675,-666.666667
10762,HR,0,,Full-time,2416.666667,40.97,1000,0.46,,1416.666667
10763,,0,6.0,Employed,2916.666667,128.99,3000,0.1,0.13,-83.33333300000004
10764,C,0,,Full-time,3583.333333,91.58,2500,0.47,,1083.333333
10765,,0,6.0,Full-time,1500.0,96.24,2500,,0.0975,-1000.0
10766,D,0,,Full-time,4000.0,227.5,5500,0.17,,-1500.0
10767,E,0,,Full-time,2916.666667,66.38,1500,0.19,,1416.666667
10768,C,0,,Not available,3000.0,349.11,10000,0.15,,-7000.0
10769,,0,4.0,Employed,4583.333333,173.71,4000,0.4,0.1675,583.3333329999996
10770,HR,0,,Not available,7716.666667,62.77,1600,0.01,,6116.666667
10771,D,0,,Full-time,1833.3333329999998,40.83,1000,0.03,,833.3333329999998
10772,,0,7.0,Employed,5000.0,120.86,3000,0.07,0.112,2000.0
10773,D,0,,Full-time,12304.0,1046.28,25000,0.26,,-12696.0
10774,,0,4.0,Employed,7166.666667,217.74,5000,0.14,0.147,2166.6666670000004
10775,B,0,,Full-time,4000.0,674.92,19500,0.36,,-15500.0
10776,,0,9.0,Full-time,7223.0,188.38,5000,0.24,0.065,2223.0
10777,D,0,,Full-time,3233.333333,209.25,5500,0.6,,-2266.666667
10778,,0,6.0,Employed,4000.0,79.64,2000,0.05,0.112,2000.0
10779,D,0,,Full-time,1000.0,122.52,3001,0.34,,-2001.0
10780,C,0,,Retired,1520.0,179.26,5000,0.18,,-3480.0
10781,C,0,,Full-time,17739.916666999998,312.43,9000,0.25,,8739.916666999998
10782,,0,6.0,Full-time,2783.75,245.76,6000,0.25,0.1,-3216.25
10783,,0,5.0,Employed,5625.0,126.24,4000,0.14,0.119,1625.0
10784,,0,9.0,Full-time,2791.666667,47.84,1500,0.1,0.021,1291.666667
10785,A,0,,Not available,6800.0,546.84,16000,0.09,,-9200.0
10786,,0,6.0,Full-time,1666.666667,101.06,2500,0.11,0.1,-833.333333
10787,B,0,,Retired,1200.0,167.94,5000,0.29,,-3800.0
10788,HR,0,,Full-time,2500.0,58.85,1500,0.63,,1000.0
10789,E,0,,Not available,1889.3333329999998,106.86,2550,0.28,,-660.6666670000002
10790,D,0,,Full-time,2666.666667,104.04,2300,0.29,,366.66666699999996
10791,,0,1.0,Full-time,4166.666667,172.56,4000,0.48,0.17,166.66666700000042
10792,,0,4.0,Other,2750.0,173.71,4000,0.11,0.165,-1250.0
10793,,0,5.0,Employed,3916.666667,173.71,4000,0.23,0.165,-83.33333300000004
10794,B,0,,Full-time,3333.333333,212.26,5000,0.23,,-1666.666667
10795,,0,3.0,Employed,500.0,130.28,3000,,0.1675,-2500.0
10796,A,0,,Full-time,5000.0,814.45,24000,0.22,,-19000.0
10797,HR,0,,Not available,3000.0,39.23,1000,0.22,,2000.0
10798,D,0,,Full-time,2333.333333,39.76,1000,0.25,,1333.333333
10799,,0,4.0,Employed,2500.0,322.47,7500,0.55,0.13,-5000.0
10800,,0,7.0,Employed,4333.333333,342.42,8500,,0.112,-4166.666667
10801,,0,9.0,Employed,14416.666667,593.44,25000,0.2,0.038,-10583.333333
10802,B,0,,Full-time,5333.333333,176.53,5000,0.1,,333.3333329999996
10803,E,0,,Not available,4673.583333,322.32,8000,0.17,,-3326.4166670000004
10804,,0,8.0,Full-time,3561.833333,535.66,12000,0.2,0.098,-8438.166667
10805,B,0,,Full-time,8000.0,510.03,13000,0.24,,-5000.0
10806,,0,5.0,Employed,4583.333333,314.25,7500,0.33,0.147,-2916.6666670000004
10807,,0,7.0,Other,1083.333333,124.64,4000,0.17,0.1125,-2916.666667
10808,HR,0,,Not available,2000.0,168.98,4250,0.19,,-2250.0
10809,,0,6.0,Employed,2083.333333,82.19,2000,,0.108,83.33333300000004
10810,HR,0,,Not available,158.333333,38.71,1000,3.81,,-841.666667
10811,,0,9.0,Employed,6500.0,223.61,10000,0.15,0.0249,-3500.0
10812,,0,5.0,Employed,3833.333333,173.71,4000,0.18,0.1675,-166.66666699999996
10813,HR,0,,Full-time,2666.666667,39.23,1000,0.15,,1666.666667
10814,AA,0,,Full-time,6666.666667,853.71,25000,0.39,,-18333.333333
10815,,0,1.0,Other,1896.0,322.47,7500,0.4,0.13,-5604.0
10816,HR,0,,Full-time,3072.0,45.24,1000,0.09,,2072.0
10817,,0,4.0,Employed,3333.333333,152.74,4000,,0.0925,-666.666667
10818,C,0,,Part-time,6033.416667,340.65,8800,0.73,,-2766.5833329999996
10819,E,0,,Not available,2916.666667,106.86,2550,0.92,,366.66666699999996
10820,D,0,,Full-time,2016.6666670000002,1047.64,25000,0.98,,-22983.333333
10821,B,0,,Full-time,4000.0,256.59,7000,0.18,,-3000.0
10822,,0,3.0,Employed,4265.666667,174.2,4000,0.47,0.165,265.6666670000004
10823,C,0,,Full-time,6000.0,330.37,7500,0.11,,-1500.0
10824,D,0,,Full-time,3200.0,490.41,12500,0.28,,-9300.0
10825,C,0,,Full-time,3541.666667,364.79,10000,0.36,,-6458.3333330000005
10826,,0,6.0,Self-employed,4583.333333,204.1,5000,,0.108,-416.6666670000004
10827,C,0,,Full-time,4250.0,242.14,7000,0.35,,-2750.0
10828,AA,0,,Full-time,4466.666667,484.01,15000,0.21,,-10533.333332999999
10829,HR,0,,Not available,4083.333333,90.13,2600,0.24,,1483.333333
10830,B,0,,Full-time,1750.0,168.47,5000,0.13,,-3250.0
10831,A,0,,Full-time,3683.333333,179.39,5000,0.06,,-1316.666667
10832,,0,1.0,Employed,3708.333333,314.25,7500,0.38,0.13,-3791.666667
10833,D,0,,Full-time,3333.333333,294.26,8000,0.64,,-4666.6666669999995
10834,,0,6.0,Employed,6833.333333,327.49,7500,0.16,0.142,-666.6666670000004
10835,,0,4.0,Employed,5139.333333,174.2,4000,0.14,0.147,1139.3333329999996
10836,E,0,,Not available,6250.0,106.86,2550,0.05,,3700.0
10837,,0,7.0,Other,1083.333333,117.15,4000,0.18,0.089,-2916.666667
10838,HR,0,,Full-time,2833.333333,64.95,1550,0.09,,1283.333333
10839,D,0,,Not available,6000.0,222.07,6001,0.11,,-1.0
10840,A,0,,Full-time,10000.0,651.78,18500,0.33,,-8500.0
10841,,0,7.0,Full-time,7500.0,47.5,1200,0.07,0.1,6300.0
10842,,0,3.0,Employed,3641.666667,579.63,15000,0.55,0.099,-11358.333333
10843,B,0,,Self-employed,5416.666667,344.21,10000,,,-4583.333333
10844,,0,7.0,Employed,5833.333333,113.01,3000,0.03,0.0849,2833.3333329999996
10845,B,0,,Not available,7500.0,535.35,14999,0.09,,-7499.0
10846,HR,0,,Full-time,5250.0,41.91,1000,0.1,,4250.0
10847,,0,1.0,Employed,3333.333333,173.71,4000,0.69,0.165,-666.666667
10848,,0,8.0,Part-time,2083.333333,106.94,3000,0.14,0.061,-916.666667
10849,,0,5.0,Employed,5000.0,175.75,5750,0.22,0.099,-750.0
10850,E,0,,Full-time,6250.0,188.58,4500,0.25,,1750.0
10851,,0,8.0,Employed,3000.0,246.06,7000,0.2,0.0595,-4000.0
10852,HR,0,,Full-time,4166.666667,111.49,3000,0.33,,1166.6666670000004
10853,,0,7.0,Full-time,8333.333333,121.27,3000,0.13,0.1,5333.3333330000005
10854,B,0,,Full-time,2500.0,254.15,7500,0.28,,-5000.0
10855,,0,4.0,Full-time,10741.666667,226.18,5000,0.11,0.18,5741.6666669999995
10856,E,0,,Full-time,4583.333333,148.74,3900,0.35,,683.3333329999996
10857,C,0,,Full-time,8500.0,51.12,1500,0.09,,7000.0
10858,,0,5.0,Employed,4000.0,173.71,4000,0.15,0.165,0.0
10859,,0,9.0,Employed,7000.0,346.23,15000,0.07,0.0249,-8000.0
10860,,0,4.0,Employed,3500.0,90.0,3000,0.12,0.099,500.0
10861,,0,5.0,Employed,3500.0,130.28,3000,0.26,0.165,500.0
10862,D,0,,,4139.0,391.06,10001,0.1,,-5862.0
10863,B,0,,Full-time,2274.166667,81.67,2500,0.08,,-225.83333300000004
10864,D,0,,Full-time,2916.666667,208.66,5000,0.62,,-2083.333333
10865,D,0,,Full-time,5083.333333,190.95,5000,0.26,,83.33333299999958
10866,,0,6.0,Full-time,1916.6666670000002,204.8,5000,0.44,0.1,-3083.3333329999996
10867,,0,4.0,Self-employed,4166.666667,173.71,4000,,0.165,166.66666700000042
10868,HR,0,,Not available,2916.666667,57.29,1500,0.08,,1416.666667
10869,,0,1.0,Full-time,7083.333333,314.25,7500,0.33,0.13,-416.6666670000004
10870,HR,0,,Full-time,4308.0,247.24,5900,0.31,,-1592.0
10871,D,0,,Full-time,833.333333,114.57,3000,0.26,,-2166.666667
10872,C,0,,Full-time,4583.333333,282.73,6250,0.08,,-1666.6666670000004
10873,,0,2.0,Full-time,5546.666667,53.75,1250,0.23,0.25,4296.666667
10874,E,0,,Not available,1440.0,200.15,5000,0.43,,-3560.0
10875,,0,4.0,Full-time,5000.0,226.18,5000,0.18,0.18,0.0
10876,B,0,,Part-time,833.333333,124.78,3500,0.29,,-2666.666667
10877,E,0,,,1875.0,119.28,3000,0.08,,-1125.0
10878,,0,7.0,Other,3466.666667,74.83,2000,0.04,0.089,1466.666667
10879,,0,5.0,Full-time,2756.0,43.0,1000,0.11,0.183,1756.0
10880,,0,7.0,Employed,9166.666667,367.38,9000,0.12,0.112,166.6666669999995
10881,,0,7.0,Employed,4166.666667,308.2,7500,0.2,0.108,-3333.3333329999996
10882,D,0,,Full-time,3000.0,161.72,4600,0.23,,-1600.0
10883,,0,2.0,Part-time,683.333333,163.41,3900,0.47,0.13,-3216.666667
10884,,0,9.0,Employed,3750.0,168.71,4000,0.11,0.108,-250.0
10885,HR,0,,Full-time,5416.666667,83.81,2000,0.1,,3416.6666670000004
10886,E,0,,Full-time,5476.25,197.42,4900,0.12,,576.25
10887,E,0,,Full-time,2953.333333,122.46,3000,0.26,,-46.66666699999996
10888,A,0,,Full-time,2244.0,171.3,5000,0.47,,-2756.0
10889,,0,2.0,Employed,3780.416667,130.28,3000,0.33,0.1625,780.416667
10890,HR,0,,Not available,2080.0,52.26,1350,0.29,,730.0
10891,,0,4.0,Other,1666.666667,87.1,2000,0.73,0.147,-333.33333300000004
10892,C,0,,Full-time,2977.5,34.62,1000,0.06,,1977.5
10893,,0,8.0,Employed,7000.0,404.54,15000,0.14,0.0565,-8000.0
10894,,0,4.0,Employed,4416.666667,171.08,4000,0.18,0.147,416.6666670000004
10895,,0,2.0,Employed,3200.0,270.49,7000,0.31,0.099,-3800.0
10896,,0,3.0,Other,2000.0,86.67,2000,0.16,0.149,0.0
10897,C,0,,Part-time,1666.666667,89.61,2700,0.07,,-1033.333333
10898,B,0,,Full-time,10000.0,557.45,15000,0.3,,-5000.0
10899,D,0,,Full-time,2080.0,95.48,2500,0.05,,-420.0
10900,D,0,,Not available,6675.333333,1034.09,25000,0.34,,-18324.666667
10901,,0,1.0,Employed,4541.666667,191.73,2000,0.34,0.1405,2541.6666670000004
10902,C,0,,Full-time,22083.333333000002,743.27,20000,0.07,,2083.3333330000023
10903,,0,4.0,Employed,3916.666667,127.44,2926,0.28,0.183,990.666667
10904,B,0,,Self-employed,9766.666667,606.1,17000,0.19,,-7233.3333330000005
10905,HR,0,,Not available,4250.0,167.62,4000,0.04,,250.0
10906,,0,9.0,Employed,4000.0,306.49,9500,0.08,0.038,-5500.0
10907,E,0,,Full-time,4334.0,392.33,10000,0.47,,-5666.0
10908,,0,6.0,Employed,6221.916667,241.71,6000,0.24,0.108,221.91666700000042
10909,B,0,,Full-time,10000.0,345.43,10000,0.24,,0.0
10910,,0,5.0,Full-time,6250.0,135.71,3000,0.17,0.18,3250.0
10911,E,0,,Self-employed,2500.0,106.9,2551,0.51,,-51.0
10912,C,0,,Full-time,3885.0,298.02,7300,0.23,,-3415.0
10913,,0,6.0,Employed,2916.666667,327.59,11000,0.12,0.0925,-8083.3333330000005
10914,,0,6.0,Employed,5000.0,380.34,9500,,0.119,-4500.0
10915,D,0,,Full-time,3166.666667,187.13,4900,0.31,,-1733.333333
10916,B,0,,Not available,2833.333333,66.43,2000,0.02,,833.333333
10917,,0,4.0,Employed,6250.0,447.13,12000,0.38,0.0799,-5750.0
10918,,0,6.0,Employed,6250.0,119.86,3500,0.22,0.147,2750.0
10919,,0,3.0,Self-employed,4583.333333,172.6,4000,,0.165,583.3333329999996
10920,,0,3.0,Employed,4500.0,158.87,4000,0.38,0.1125,500.0
10921,HR,0,,Full-time,2000.0,67.05,1600,0.24,,400.0
10922,,0,1.0,Employed,8750.0,169.78,4000,,0.149,4750.0
10923,HR,0,,Full-time,6250.0,41.91,1000,0.05,,5250.0
10924,,0,4.0,Full-time,2916.666667,277.33,10000,0.4,0.065,-7083.3333330000005
10925,D,0,,Part-time,666.666667,198.8,5000,,,-4333.3333330000005
10926,,0,3.0,Employed,3350.5,173.71,4000,0.29,0.1625,-649.5
10927,D,0,,Full-time,5416.666667,141.62,4000,0.16,,1416.6666670000004
10928,C,0,,Full-time,4750.0,207.99,6000,0.31,,-1250.0
10929,HR,0,,Full-time,2000.0,61.63,1550,0.06,,450.0
10930,,0,5.0,Employed,5416.666667,537.33,15000,0.29,0.0624,-9583.333332999999
10931,C,0,,Full-time,2426.666667,163.72,4592,0.21,,-2165.333333
10932,HR,0,,Not available,5166.666667,106.17,2550,0.03,,2616.6666670000004
10933,,0,6.0,Employed,2666.666667,168.32,4000,0.1,0.1425,-1333.333333
10934,HR,0,,Full-time,5000.0,61.24,1500,0.09,,3500.0
10935,,0,6.0,Employed,4416.666667,444.27,16000,0.33,0.0724,-11583.333332999999
10936,HR,0,,Full-time,5000.0,271.46,6001,0.24,,-1001.0
10937,B,0,,Full-time,3750.0,148.65,4000,0.37,,-250.0
10938,,0,4.0,Employed,17083.333333000002,326.62,7500,0.13,0.147,9583.333333000002
10939,,0,7.0,Employed,2250.0,117.15,4000,0.22,0.089,-1750.0
10940,E,0,,Full-time,4958.333333,90.47,2000,0.63,,2958.3333329999996
10941,D,0,,Full-time,3333.333333,296.74,8500,0.44,,-5166.6666669999995
10942,B,0,,Full-time,4833.333333,375.95,11000,0.39,,-6166.666667
10943,,0,6.0,Employed,4000.0,458.22,12000,0.32,0.0925,-8000.0
10944,A,0,,Full-time,3083.333333,882.26,25000,0.45,,-21916.666667
10945,,0,6.0,Employed,2364.916667,163.28,4000,0.13,0.108,-1635.083333
10946,HR,0,,Full-time,2600.0,79.47,2000,0.11,,600.0
10947,D,0,,,6666.666667,114.57,3000,0.29079,,3666.6666670000004
10948,B,0,,Self-employed,14833.333333,592.44,15000,0.16,,-166.6666669999995
10949,,0,2.0,Employed,3331.25,450.0,15000,0.59,0.099,-11668.75
10950,B,0,,Full-time,14166.666667,903.81,25000,0.13,,-10833.333333
10951,E,0,,Full-time,3833.333333,135.71,3000,0.16,,833.333333
10952,B,0,,Full-time,4233.333333,553.34,15000,0.41,,-10766.666667000001
10953,HR,0,,Full-time,1759.3333329999998,135.71,3000,0.18,,-1240.6666670000002
10954,C,0,,Full-time,2083.333333,69.18,2000,0.37,,83.33333300000004
10955,,0,1.0,Employed,3208.333333,171.98,4000,0.36,0.149,-791.666667
10956,E,0,,Full-time,4147.583333,122.48,3000,0.13,,1147.5833329999996
10957,B,0,,Full-time,2500.0,177.02,5000,0.18,,-2500.0
10958,C,0,,Full-time,2511.166667,145.92,4000,0.17,,-1488.833333
10959,D,0,,Full-time,2500.5,44.82,1250,0.02,,1250.5
10960,,0,5.0,Full-time,4000.0,420.0,14000,0.2,0.099,-10000.0
10961,,0,6.0,Employed,4583.333333,168.89,4000,0.15,0.147,583.3333329999996
10962,C,0,,Full-time,5416.666667,227.35,7000,0.39,,-1583.3333329999996
10963,C,0,,Full-time,5108.333333,90.63,2500,0.05,,2608.3333329999996
10964,D,0,,Full-time,4583.333333,160.44,4500,0.16,,83.33333299999958
10965,E,0,,Full-time,2666.666667,64.94,1500,0.05,,1166.666667
10966,D,0,,Full-time,4166.666667,113.09,2500,0.52,,1666.6666670000004
10967,C,0,,Self-employed,2916.666667,941.88,25000,0.36,,-22083.333333
10968,,0,4.0,Employed,6250.0,305.29,10000,0.33,0.1325,-3750.0
10969,,0,4.0,Employed,2083.333333,173.71,4000,0.17,0.165,-1916.666667
10970,,0,8.0,Employed,6666.666667,237.47,6900,0.07,0.0595,-233.33333299999958
10971,,0,1.0,Employed,2750.0,131.81,4000,0.39,0.1375,-1250.0
10972,D,0,,Full-time,4000.0,197.48,5000,0.37,,-1000.0
10973,HR,0,,Full-time,2916.666667,120.87,3000,0.3,,-83.33333300000004
10974,A,0,,Full-time,4000.0,129.86,4000,0.19,,0.0
10975,,0,10.0,Full-time,6211.083333,37.19,1000,0.32,0.065,5211.083333
10976,HR,0,,Full-time,2500.0,41.91,1000,0.16,,1500.0
10977,B,0,,Part-time,916.666667,175.17,5000,0.29,,-4083.333333
10978,C,0,,Full-time,2575.833333,114.42,3000,0.34,,-424.16666699999996
10979,,0,6.0,Self-employed,5666.666667,221.18,5400,,0.1,266.6666670000004
10980,HR,0,,Not available,5250.0,80.05,2000,0.24,,3250.0
10981,D,0,,Not available,2052.333333,232.3,6001,0.18,,-3948.666667
10982,C,0,,Full-time,7500.0,278.73,7500,0.32,,0.0
10983,HR,0,,Not available,8333.333333,188.58,4500,0.1,,3833.3333330000005
10984,,0,1.0,Employed,5083.333333,169.94,4000,0.42,0.1475,1083.3333329999996
10985,,0,8.0,Self-employed,3333.333333,173.14,4500,,0.08,-1166.666667
10986,HR,0,,Full-time,2000.0,42.45,1000,0.19,,1000.0
10987,,0,6.0,Employed,4500.0,174.2,4000,0.05,0.147,500.0
10988,,0,8.0,Full-time,3333.333333,53.94,1200,0.26,0.1,2133.333333
10989,,0,4.0,Other,4166.666667,130.28,3000,0.55,0.1625,1166.6666670000004
10990,,0,5.0,Employed,3333.333333,146.66,4000,,0.065,-666.666667
10991,D,0,,Full-time,2500.0,330.68,9000,0.35,,-6500.0
10992,,0,4.0,Other,3546.75,108.57,2500,0.31,0.1725,1046.75
10993,,0,4.0,Self-employed,15000.0,173.71,4000,,0.165,11000.0
10994,,0,3.0,Full-time,2916.666667,226.18,5000,0.57,0.25,-2083.333333
10995,,0,2.0,Other,4166.666667,173.71,4000,0.42,0.165,166.66666700000042
10996,,0,7.0,Employed,4083.333333,164.12,3800,0.56,0.1575,283.33333300000004
10997,,0,5.0,Other,2000.0,86.85,2000,0.04,0.165,0.0
10998,HR,0,,Full-time,3700.0,104.76,2500,0.18,,1200.0
10999,E,0,,Not available,2916.666667,306.19,7500,0.15,,-4583.3333330000005
11000,,0,6.0,Employed,1833.3333329999998,97.97,2400,,0.108,-566.6666670000002
11001,B,0,,Full-time,9166.666667,397.49,11227,0.11,,-2060.3333330000005
11002,HR,0,,Full-time,5629.0,122.48,3000,0.11,,2629.0
11003,A,0,,Full-time,3579.416667,265.71,8000,0.47,,-4420.5833330000005
11004,HR,0,,Not available,3416.666667,37.14,1000,0.05,,2416.666667
11005,C,0,,Full-time,4583.333333,126.53,3500,0.3,,1083.3333329999996
11006,C,0,,Full-time,9166.666667,293.25,8000,0.08,,1166.6666669999995
11007,A,0,,Full-time,7500.0,923.37,25000,0.3,,-17500.0
11008,,0,2.0,Self-employed,4166.666667,300.97,7000,,0.13,-2833.3333329999996
11009,,0,6.0,Employed,2708.333333,397.83,15000,0.46,0.052,-12291.666667
11010,E,0,,Full-time,3125.0,84.9,2000,0.32,,1125.0
11011,,0,3.0,Employed,2500.0,193.48,4500,0.11,0.13,-2000.0
11012,,0,5.0,Employed,5000.0,223.64,8000,0.16,0.0849,-3000.0
11013,,0,7.0,Employed,2083.333333,149.65,4000,0.15,0.089,-1916.666667
11014,,0,8.0,Full-time,4916.666667,115.06,2800,0.03,0.108,2116.6666670000004
11015,D,0,,Full-time,4166.666667,164.0,4600,0.29,,-433.3333329999996
11016,,0,4.0,Employed,2916.666667,173.71,4000,0.12,0.1675,-1083.333333
11017,D,0,,Full-time,2307.166667,156.35,3500,0.09,,-1192.833333
11018,C,0,,Full-time,3333.333333,107.16,2500,,,833.333333
11019,,0,1.0,Other,1691.1666670000002,171.98,4000,0.28,0.13,-2308.8333329999996
11020,E,0,,Self-employed,6666.666667,155.47,4000,0.1,,2666.6666670000004
11021,,0,8.0,Employed,5431.0,68.26,2000,0.02,0.038,3431.0
11022,,0,6.0,Employed,5000.0,282.0,7000,0.36,0.108,-2000.0
11023,D,0,,Self-employed,1666.666667,123.28,3000,0.18,,-1333.333333
11024,HR,0,,Full-time,2916.666667,113.09,2500,0.2,,416.66666699999996
11025,,0,6.0,Employed,4166.666667,159.27,4000,0.24,0.112,166.66666700000042
11026,C,0,,Not available,2541.666667,334.47,9000,0.08,,-6458.3333330000005
11027,D,0,,Not available,10416.666667,223.78,6001,0.09,,4415.6666669999995
11028,D,0,,Full-time,7500.0,318.39,7500,0.19,,0.0
11029,,0,6.0,Employed,3750.0,325.19,10000,0.56,0.112,-6250.0
11030,C,0,,Full-time,3333.333333,141.92,4000,0.32,,-666.666667
11031,,0,9.0,Employed,7083.333333,332.91,15000,0.05,0.035,-7916.666667
11032,A,0,,Part-time,1041.666667,335.5,10000,0.36,,-8958.333333
11033,C,0,,Full-time,3500.0,128.28,3500,0.1,,0.0
11034,HR,0,,Full-time,3750.0,90.42,2400,0.18,,1350.0
11035,C,0,,Not available,6333.333333,267.02,8000,0.16,,-1666.6666670000004
11036,,0,6.0,Employed,6666.666667,441.83,14000,0.21,0.119,-7333.333333
11037,,0,6.0,Employed,3333.333333,168.89,4000,0.11,0.147,-666.666667
11038,D,0,,Self-employed,8333.333333,1007.27,25000,0.17,,-16666.666666999998
11039,HR,0,,Retired,550.0,81.42,1800,0.19,,-1250.0
11040,E,0,,Not available,2833.333333,138.79,3600,0.2,,-766.666667
11041,C,0,,Full-time,5800.0,222.83,6000,0.2,,-200.0
11042,,0,7.0,Employed,3750.0,145.44,3610,0.05,0.108,140.0
11043,C,0,,Full-time,1378.0,135.35,4000,0.14,,-2622.0
11044,B,0,,Full-time,2958.333333,411.89,11000,0.19,,-8041.6666669999995
11045,,0,4.0,Self-employed,5833.333333,326.62,7500,,0.147,-1666.6666670000004
11046,,0,5.0,Full-time,2833.333333,91.63,2500,0.21,0.061,333.33333300000004
11047,,0,7.0,Employed,2500.0,201.43,5000,0.09,0.108,-2500.0
11048,HR,0,,Not available,2333.333333,108.89,2900,0.1,,-566.666667
11049,B,0,,Full-time,3333.333333,206.67,6000,0.12,,-2666.666667
11050,B,0,,,12083.333333,315.3,9000,0.21,,3083.3333330000005
11051,,0,9.0,Full-time,6500.0,145.04,3900,0.14,0.065,2600.0
11052,C,0,,Full-time,3750.0,146.08,4000,0.39,,-250.0
11053,,0,2.0,Employed,2000.0,85.61,2500,0.4,0.149,-500.0
11054,HR,0,,Not available,3275.0,133.05,3175,0.38,,100.0
11055,,0,9.0,Employed,2500.0,48.54,1500,0.09,0.035,1000.0
11056,A,0,,Not available,3333.333333,341.78,10000,0.36,,-6666.6666669999995
11057,E,0,,Not employed,1409.25,36.91,1000,0.35,,409.25
11058,HR,0,,Full-time,5265.583333,42.62,1000,0.06,,4265.583333
11059,E,0,,,11668.833333,231.52,6001,0.08,,5667.8333330000005
11060,C,0,,Self-employed,3500.0,129.92,4000,0.31,,-500.0
11061,D,0,,Full-time,3536.0,102.97,3000,0.2,,536.0
11062,HR,0,,Self-employed,8463.166667,269.95,6700,0.14,,1763.1666669999995
11063,D,0,,Full-time,2916.666667,136.43,3800,0.26,,-883.333333
11064,C,0,,Full-time,3253.666667,361.49,9999,0.15,,-6745.3333330000005
11065,AA,0,,Not available,3133.333333,866.63,25000,0.41,,-21866.666667
11066,B,0,,Full-time,6250.0,226.18,5000,,,1250.0
11067,C,0,,Full-time,1583.333333,116.74,2750,0.28,,-1166.666667
11068,B,0,,Full-time,6366.666667,512.3,15000,0.2,,-8633.333332999999
11069,HR,0,,Not available,2500.0,125.72,3000,0.37,,-500.0
11070,,0,8.0,Employed,7916.666667,389.47,10553,0.14,0.087,-2636.3333329999996
11071,,0,6.0,Employed,5666.666667,120.25,3000,0.07,0.112,2666.6666670000004
11072,,0,5.0,Employed,2259.916667,473.39,15000,0.72,0.119,-12740.083333
11073,,0,6.0,Employed,3911.666667,146.78,3488,0.29,0.1425,423.66666699999996
11074,HR,0,,Not available,1333.333333,39.23,1000,0.03,,333.33333300000004
11075,,0,7.0,Full-time,3281.583333,181.91,4500,0.28,0.1,-1218.416667
11076,,0,4.0,Self-employed,5416.666667,173.71,4000,,0.165,1416.6666670000004
11077,,0,7.0,Employed,3333.333333,476.04,15000,0.15,0.108,-11666.666667
11078,E,0,,Full-time,3666.666667,127.04,3001,0.36,,665.666667
11079,,0,9.0,Employed,7416.666667,332.91,15000,0.09,0.035,-7583.333333
11080,,0,2.0,Employed,3500.0,173.71,4000,0.46,0.1625,-500.0
11081,E,0,,Full-time,3051.0,130.86,3500,0.13,,-449.0
11082,HR,0,,Not available,2416.666667,37.16,1000,0.02,,1416.666667
11083,AA,0,,Full-time,3500.0,519.91,15000,0.31,,-11500.0
11084,C,0,,Full-time,1600.0,36.66,1000,0.42,,600.0
11085,,0,8.0,Employed,6666.666667,1552.76,18000,,0.0149,-11333.333332999999
11086,,0,7.0,Self-employed,833.333333,123.28,3000,,0.108,-2166.666667
11087,,0,5.0,Self-employed,2916.666667,306.15,7500,,0.108,-4583.3333330000005
11088,,0,6.0,Full-time,2666.666667,224.34,5000,0.31,0.142,-2333.333333
11089,C,0,,Full-time,4166.666667,205.83,6001,0.19,,-1834.3333329999996
11090,,0,8.0,Employed,9750.0,516.24,15000,0.18,0.0565,-5250.0
11091,D,0,,Full-time,1200.0,154.84,4000,0.33,,-2800.0
11092,,0,3.0,Full-time,10416.666667,113.09,2500,0.05,0.25,7916.6666669999995
11093,,0,4.0,Full-time,2416.666667,203.56,4500,0.13,0.18,-2083.333333
11094,E,0,,Not available,233.333333,204.13,5000,4.29,,-4766.666667
11095,HR,0,,Full-time,2500.0,45.24,1000,0.16,,1500.0
