,CreditGrade,LoanStatus,ProsperScore,EmploymentStatus,StatedMonthlyIncome,MonthlyLoanPayment,LoanOriginalAmount,DebtToIncomeRatio,EstimatedLoss
61674,C,Completed,,Full-time,2666.666667,146.02,4000,0.49,
61677,,Completed,5.0,Full-time,2253.333333,135.71,3000,0.22,0.183
61679,AA,Completed,,Full-time,7000.0,184.99,6000,0.08,
61680,D,Completed,,Not available,4166.666667,191.47,5000,0.21,
61683,B,Completed,,Not available,3750.0,278.73,7500,0.12,
61685,E,Completed,,Not available,3197.916667,115.35,3000,0.07,
61686,,Chargedoff,5.0,Other,1416.666667,87.1,2000,,0.147
61688,,Chargedoff,10.0,Employed,6250.0,467.63,15000,0.14,0.013
61690,,Completed,8.0,Full-time,5750.0,255.52,8000,0.13,0.015
61691,,Completed,3.0,Employed,3333.333333,161.99,4000,0.35,0.1225
61692,HR,Chargedoff,,Full-time,1600.0,121.05,3100,0.14,
61693,,Completed,9.0,Employed,5500.0,716.71,21000,0.35,0.038
61694,,Completed,8.0,Employed,11666.666667,425.69,12000,0.1,0.0595
61695,,Completed,6.0,Employed,4166.666667,121.95,4000,0.46,0.1075
61696,,Completed,8.0,Full-time,5583.333333,187.98,5500,0.1,0.05
61699,,Completed,4.0,Employed,10716.666667,86.85,2000,0.38,0.1625
61701,,Completed,1.0,Full-time,4800.0,377.93,4000,0.41,0.145
61702,A,Chargedoff,,Self-employed,5000.0,831.38,24000,0.33,
61705,HR,Chargedoff,,Full-time,3380.75,167.62,4000,0.09,
61712,,Chargedoff,9.0,Employed,3083.333333,393.72,12000,0.24,0.035
61714,C,Completed,,Full-time,4500.0,174.28,5200,0.51,
61715,,Chargedoff,6.0,Employed,7916.666667,183.69,4500,0.08,0.112
61718,D,Chargedoff,,Full-time,4833.333333,288.37,7500,0.33,
61720,,Chargedoff,1.0,Employed,6583.333333,314.25,7500,0.29,0.13
61724,D,Completed,,Not available,4200.0,120.66,3001,0.54,
61730,HR,Completed,,Not available,3741.666667,88.87,2550,0.03,
61731,D,Completed,,Full-time,6833.333333,92.84,2400,0.31,
61732,,Completed,9.0,Full-time,4166.666667,122.81,3300,0.28,0.065
61734,A,Completed,,Full-time,3308.333333,339.35,10000,0.21,
61738,,Completed,8.0,Employed,9083.333333,121.09,4361,0.15,0.0724
61739,C,Chargedoff,,Not available,3596.666667,954.76,25000,0.41,
61744,,Completed,4.0,Employed,8416.666667,152.42,3500,0.31,0.147
61749,,Completed,2.0,Employed,6000.0,401.1,10000,0.32,0.1175
61750,C,Completed,,Not available,4166.666667,67.39,2000,0.26,
61753,HR,Completed,,Not available,4583.333333,483.13,13000,0.14,
61754,,Chargedoff,9.0,Self-employed,1867.6666670000002,149.51,4750,,0.015
61755,D,Completed,,Full-time,2500.0,99.07,2500,0.06,
61756,,Chargedoff,6.0,Employed,3875.0,549.76,15000,0.31,0.061
61760,,Completed,4.0,Full-time,2416.666667,67.84,1600,0.28,0.18
61761,,Completed,6.0,Full-time,2288.0,123.28,3000,0.35,0.108
61762,,Completed,8.0,Full-time,10416.666667,471.38,14000,0.14,0.015
61766,,Chargedoff,6.0,Employed,4333.333333,468.28,14000,0.4,0.0374
61767,,Completed,8.0,Employed,7583.333333,712.51,8000,0.17,0.0574
61768,D,Completed,,Full-time,5471.166667,189.66,5000,0.21,
61769,C,Completed,,Full-time,5000.0,119.28,3000,0.48,
61771,HR,Chargedoff,,Full-time,2600.0,64.5,1500,0.19,
61772,,Chargedoff,4.0,Full-time,2333.333333,135.71,3000,0.18,0.18
61779,,Chargedoff,8.0,Part-time,750.0,170.52,5000,,0.05
61780,,Completed,8.0,Employed,3500.0,347.39,10000,0.18,0.0595
61781,AA,Completed,,Full-time,3750.0,30.88,1000,0.26,
61785,NC,Completed,,Not available,1521.25,72.3,2000,0.05,
61786,B,Completed,,,10000.0,527.36,15000,0.09523999999999999,
61791,B,Completed,,Not available,3541.666667,82.8,2500,0.22,
61793,C,Chargedoff,,Full-time,2916.666667,164.88,5000,0.23,
61798,AA,Completed,,Full-time,8447.083333,40.44,1300,0.02,
61800,,Completed,9.0,Full-time,5791.666667,55.57,1475,0.33,0.065
61801,,Chargedoff,6.0,Employed,6000.0,408.2,10000,0.15,0.112
61802,B,Chargedoff,,Full-time,5750.0,251.43,6000,0.59,
61803,D,Chargedoff,,Full-time,7083.333333,70.62,1800,0.11,
61805,B,Completed,,Full-time,5500.0,200.41,6000,0.5,
61806,,Chargedoff,5.0,Full-time,5583.333333,743.78,20000,0.21,0.062
61807,C,Chargedoff,,Full-time,5833.333333,106.4,2500,0.23,
61808,E,Completed,,Full-time,9166.666667,189.24,5000,0.09,
61811,,Completed,7.0,Employed,8333.333333,112.24,3000,0.09,0.089
61812,,Completed,9.0,Full-time,5400.0,255.65,7900,0.21,0.021
61813,HR,Chargedoff,,Not available,2833.333333,75.29,2550,0.03,
61814,C,Completed,,Full-time,2500.0,108.35,3000,0.18,
61818,,Chargedoff,3.0,Full-time,3833.333333,345.0,11500,0.25,0.099
61819,B,Completed,,Full-time,9166.666667,723.05,20000,0.19,
61822,B,Completed,,Full-time,2916.666667,49.79,1500,0.18,
61823,HR,Chargedoff,,,2708.333333,59.87,1600,0.04,
61835,C,Chargedoff,,,1625.0,167.62,4000,0.6,
61838,,Completed,6.0,Employed,9500.0,265.8,3000,0.27,0.0499
61839,,Completed,9.0,Full-time,3333.333333,107.35,2700,0.24,0.065
61840,,Completed,1.0,Employed,4015.333333,52.93,1200,,0.366
61843,,Completed,8.0,Employed,4166.666667,106.36,3000,0.34,0.0624
61844,B,Completed,,Full-time,6733.333333,397.6,10000,0.31,
61847,,Completed,6.0,Full-time,4044.666667,193.51,4500,0.1,0.14
61848,AA,Completed,,Not available,2333.333333,125.35,4000,0.07,
61849,,Completed,7.0,Full-time,6000.0,82.46,2000,0.14,0.098
61852,C,Completed,,Not available,2500.0,261.14,7500,0.31,
61853,D,Completed,,Full-time,1400.0,128.3,3500,0.35,
61854,C,Completed,,Full-time,12295.916667,678.71,20000,0.2,
61855,,Completed,8.0,Full-time,5583.333333,399.54,12500,0.27,0.021
61858,,Completed,7.0,Employed,5666.666667,166.14,5000,0.18,0.0349
61859,,Completed,8.0,Employed,1375.0,152.31,4400,0.13,0.0595
61861,E,Completed,,Full-time,5208.333333,244.02,6500,0.23,
61862,,Completed,2.0,Employed,7500.0,173.71,4000,0.22,0.165
61867,,Completed,5.0,Full-time,5250.0,390.65,10600,0.26,0.0749
61871,,Completed,3.0,Employed,5000.0,205.83,4750,0.25,0.149
61873,C,Completed,,Not available,10833.333333,198.71,6000,0.02,
61875,AA,Completed,,Full-time,6083.333333,92.63,3000,0.14,
61876,,Completed,5.0,Employed,8500.0,326.62,7500,0.05,0.147
61877,,Completed,4.0,Employed,2666.666667,194.19,6500,,0.085
61880,D,Completed,,Full-time,3918.583333,175.76,5000,0.26,
61883,,Chargedoff,5.0,Employed,1666.666667,87.1,2000,,0.183
61886,,Completed,2.0,Employed,4000.0,165.15,4000,0.12,0.1325
61890,,Chargedoff,2.0,Employed,2750.0,152.42,3500,0.3,0.203
61893,C,Chargedoff,,Full-time,2600.0,182.02,5000,0.19,
61895,D,Completed,,Full-time,9581.0,371.64,10000,0.16,
61900,,Chargedoff,8.0,Employed,2605.166667,521.08,15000,0.64,0.0595
61904,E,Chargedoff,,Full-time,2500.0,115.4,2551,0.43,
61905,,Completed,10.0,Full-time,8333.333333,328.5,10500,0.14,0.0124
61906,,Chargedoff,7.0,Other,2250.0,100.71,2500,0.16,0.108
61909,C,Completed,,Full-time,2500.0,133.67,3500,0.05,
61911,,Completed,9.0,Full-time,2500.0,134.34,4200,0.35,0.021
61914,D,Completed,,Full-time,1750.0,88.14,2500,0.19,
61917,,Completed,11.0,Employed,8833.333333,690.14,30000,0.15,0.0424
61920,B,Completed,,Not available,17500.0,341.78,10000,0.1,
61922,,Completed,8.0,Employed,3750.0,177.35,2000,0.18,0.0595
61923,D,Completed,,Full-time,6666.666667,207.95,5000,0.14,
61924,HR,Chargedoff,,Not available,2916.666667,50.29,1200,0.02,
61925,,Completed,2.0,Employed,4583.333333,99.86,3500,,0.0925
61927,,Completed,8.0,Employed,3522.166667,89.88,2800,0.15,0.02
61930,D,Completed,,Not available,3333.333333,111.49,3000,0.15,
61931,,Chargedoff,2.0,Employed,1166.666667,172.76,4000,1.01,0.1575
61936,,Chargedoff,5.0,Employed,1630.416667,174.2,4000,0.55,0.147
61937,B,Completed,,Full-time,4637.5,79.15,2500,0.16,
61939,B,Completed,,Full-time,11500.0,163.81,5000,0.16,
61942,B,Chargedoff,,Full-time,4500.0,179.64,5000,0.37,
61945,D,Completed,,Part-time,600.0,35.43,1025,0.5,
61946,D,Chargedoff,,Full-time,3500.0,65.53,1800,0.28,
61950,B,Chargedoff,,Self-employed,10000.0,169.47,5001,0.26,
61952,,Completed,8.0,Employed,3333.333333,242.62,7000,0.12,0.0595
61953,,Chargedoff,6.0,Employed,5333.333333,200.02,4900,0.14,0.112
61954,,Completed,4.0,Employed,3875.0,173.71,4000,0.27,0.1675
61956,,Completed,8.0,Full-time,1833.3333329999998,75.25,2000,0.07,0.1
61958,D,Completed,,Not available,5000.0,72.2,2000,0.12,
61959,,Completed,8.0,Full-time,3666.666667,173.45,5000,0.11,0.05
61960,B,Completed,,Full-time,2916.666667,382.54,10400,0.24,
61962,,Chargedoff,9.0,Employed,5000.0,358.36,10500,0.18,0.038
61963,,Chargedoff,3.0,Employed,6250.0,173.71,4000,0.16,0.165
61967,A,Completed,,Not available,2000.0,285.17,8500,0.19,
61968,C,Chargedoff,,Full-time,5083.333333,99.4,2500,0.11,
61973,,Completed,5.0,Employed,4398.416667,173.71,4000,0.21,0.165
61976,,Completed,6.0,Employed,5000.0,486.76,15000,0.29,0.0299
61981,AA,Completed,,Full-time,7333.333333,169.95,5500,0.1,
61982,C,Completed,,Full-time,3500.0,70.4,2000,0.28,
61985,,Chargedoff,5.0,Employed,3750.0,135.17,4000,0.34,0.1475
61986,HR,Completed,,Not available,6708.333333,229.18,6001,0.14,
61989,HR,Completed,,Not available,2000.0,72.04,3550,0.22,
61991,D,Completed,,Full-time,3166.666667,44.31,1000,0.02,
61993,,Completed,3.0,Employed,1083.333333,173.71,4000,0.43,0.165
61994,,Completed,6.0,Employed,9000.0,277.48,11000,0.28,0.0574
61998,D,Completed,,Not available,3000.0,37.16,1000,0.34,
62000,A,Completed,,Not available,3088.833333,125.35,4000,0.04,
62001,,Completed,2.0,Employed,5833.333333,130.2,4000,0.18,0.1425
62003,AA,Completed,,Full-time,2291.666667,30.81,1000,0.07,
62004,,Completed,8.0,Employed,7500.0,300.09,3360,0.22,0.0595
62009,D,Chargedoff,,Full-time,3333.333333,201.45,5000,0.09,
62010,,Completed,4.0,Employed,5833.333333,445.3,15000,0.25,0.0975
62011,E,Chargedoff,,Full-time,7000.0,40.83,1000,0.01,
62012,,Completed,7.0,Other,5833.333333,501.73,15000,0.22,0.0374
62013,E,Completed,,Not available,4500.0,92.27,2500,0.18,
62014,B,Completed,,Full-time,458.333333,168.47,5000,1.81,
62015,,Completed,5.0,Employed,2560.0,158.03,4000,0.08,0.119
62019,,Completed,3.0,Full-time,3750.0,191.73,2000,0.41,0.13
62023,,Completed,6.0,Full-time,10000.0,0.0,3997,0.12,0.1175
62027,,Completed,5.0,Employed,6041.666667,355.48,10000,,0.0599
62028,,Chargedoff,2.0,Employed,4817.833333,172.6,4000,0.24,0.165
62029,,Completed,8.0,Employed,3938.0,2.02,1100,0.14,0.108
62031,A,Completed,,Full-time,2580.083333,486.47,14500,0.32,
62033,E,Chargedoff,,Full-time,2463.833333,62.86,1500,0.11,
62034,B,Completed,,Full-time,3291.666667,248.53,7000,0.17,
62036,,Completed,8.0,Full-time,8666.666667,254.15,7500,0.33,0.0495
62039,,Completed,5.0,Employed,6041.666667,255.32,7000,0.24,0.0699
62043,E,Completed,,Full-time,1800.0,157.68,4000,0.17,
62044,C,Completed,,Full-time,4000.0,38.4,2000,0.09,
62045,C,Completed,,Full-time,2916.666667,205.07,6000,0.39,
62047,,Chargedoff,8.0,Employed,6250.0,630.33,20000,0.2,0.0174
62050,B,Chargedoff,,Self-employed,7750.0,505.34,15000,0.33,
62051,,Completed,9.0,Employed,7666.666667,140.99,4500,0.12,0.0174
62058,,Completed,6.0,Full-time,3166.666667,172.37,4200,0.06,0.1
62059,HR,Completed,,Full-time,3750.0,37.16,1000,0.01,
62062,E,Completed,,Self-employed,3316.666667,44.11,1000,0.21,
62065,,Completed,8.0,Employed,4833.333333,109.39,3100,0.22,0.0565
62068,,Completed,9.0,Full-time,3562.5,159.46,5000,0.43,0.021
62070,HR,Completed,,,8166.666667,84.79,2550,0.02298,
62071,,Completed,9.0,Employed,16666.666666999998,853.23,25000,0.1,0.038
62077,,Completed,8.0,Employed,4583.333333,475.8,17500,0.17,0.0599
62079,B,Completed,,Full-time,4000.0,300.48,8900,0.22,
62080,,Completed,10.0,Employed,2916.666667,184.71,8900,0.19,0.013
62081,AA,Completed,,Full-time,6666.666667,77.54,2500,0.08,
62084,HR,Chargedoff,,Full-time,22916.666666999998,113.09,2500,0.07,
62086,,Completed,10.0,Employed,6666.666667,367.73,12000,0.09,0.015
62087,E,Completed,,,6250.0,119.32,3001,0.09,
62088,C,Completed,,,2500.0,35.03,1000,0.02,
62090,,Completed,9.0,Part-time,0.0,159.46,5000,,0.021
62094,,Completed,4.0,Employed,2976.666667,156.91,4000,0.15,0.1
62095,E,Chargedoff,,Part-time,2883.0,382.76,9500,0.17,
62096,D,Completed,,Not available,2916.666667,282.03,7000,0.6,
62097,C,Completed,,Full-time,2500.0,774.56,21000,0.57,
62101,D,Chargedoff,,,2916.666667,104.36,3000,0.04092,
62105,,Completed,8.0,Employed,5916.666667,467.34,20000,0.24,0.0424
62109,,Completed,10.0,Full-time,4256.083333,30.87,1000,0.03,0.006
62111,,Completed,7.0,Not employed,0.0,437.46,15000,,0.089
62118,C,Chargedoff,,Full-time,3750.0,87.89,2500,0.25,
62119,D,Completed,,Full-time,7973.333333,120.13,3500,0.1,
62123,,Chargedoff,2.0,Employed,6250.0,151.99,3500,0.22,0.165
62124,E,Completed,,Not available,5000.0,397.6,10000,0.17,
62128,A,Completed,,Full-time,5000.0,157.95,5000,0.24,
62132,HR,Chargedoff,,Full-time,4912.75,68.66,1750,0.4,
62135,,Completed,7.0,Employed,3083.333333,332.29,10000,0.26,0.0349
62138,AA,Completed,,Full-time,9166.666667,682.55,21000,0.22,
62142,E,Completed,,Full-time,2730.0,125.72,3000,0.27,
62143,C,Completed,,Self-employed,2500.0,72.3,2000,0.25,
62147,C,Completed,,,2500.0,121.33,3500,0.08,
62149,,Completed,4.0,Self-employed,1333.333333,59.46,1600,,0.19
62151,AA,Completed,,Full-time,7192.166667,30.04,1000,0.06,
62152,A,Chargedoff,,Part-time,2333.333333,163.22,5000,0.23,
62153,AA,Completed,,Part-time,1666.666667,31.11,1000,0.5,
62156,D,Completed,,Full-time,2387.583333,192.25,5400,0.38,
62157,,Chargedoff,5.0,Employed,833.333333,67.3,1500,0.1,0.142
62161,,Completed,1.0,Employed,3833.333333,171.98,4000,0.22,0.149
62163,C,Chargedoff,,Full-time,6666.666667,89.94,2600,0.22,
62165,HR,Completed,,Not available,2708.333333,55.75,1500,0.2,
62172,A,Chargedoff,,Retired,2666.666667,412.17,12000,0.34,
62173,,Completed,5.0,Full-time,4416.666667,89.34,2000,0.2,0.18
62180,,Chargedoff,5.0,Employed,5000.0,450.0,15000,0.25,0.099
62185,D,Completed,,Full-time,2083.333333,78.15,1800,0.06,
62186,,Completed,10.0,Self-employed,5000.0,45.99,1500,,0.006
62187,,Completed,7.0,Employed,7083.333333,159.27,4000,0.02,0.112
62191,B,Completed,,Full-time,3784.583333,557.45,15000,0.25,
62193,AA,Completed,,Full-time,6000.0,157.84,5000,0.06,
62196,HR,Completed,,Full-time,1333.333333,146.67,3500,0.2,
62197,,Completed,6.0,Employed,2811.0,185.26,2000,0.33,0.098
62198,B,Completed,,Full-time,6083.333333,891.32,25000,0.37,
62201,,Completed,8.0,Employed,5000.0,540.33,15000,0.36,0.0649
62204,,Completed,6.0,Full-time,3533.333333,204.8,5000,0.11,0.1
62205,B,Completed,,Full-time,4228.416667,148.23,4400,0.18,
62206,E,Completed,,Full-time,4166.666667,127.35,3000,0.03,
62209,D,Completed,,Full-time,1900.0,34.18,1000,0.37,
62210,B,Completed,,Full-time,4833.333333,352.9,10000,0.36,
62212,,Completed,7.0,Self-employed,8166.666667,113.38,2900,,0.1
62215,B,Completed,,,6250.0,149.03,4500,0.17,
62216,E,Completed,,Full-time,3666.666667,62.88,1390,0.1,
62217,C,Chargedoff,,Full-time,3333.333333,68.36,2000,0.05,
62222,C,Chargedoff,,Not available,2208.333333,267.4,7500,0.36,
62224,,Completed,7.0,Employed,3166.666667,122.46,3000,0.25,0.112
62226,AA,Chargedoff,,Not available,4458.333333,501.8,15000,0.22,
62227,A,Completed,,Not available,3333.333333,63.51,2000,0.06,
62229,,Completed,7.0,Employed,4666.666667,112.8,2800,0.02,0.112
62237,,Completed,3.0,Full-time,8500.0,244.68,7000,0.3,0.0524
62239,AA,Completed,,Not available,8333.333333,806.68,25000,0.14,
62245,D,Completed,,Full-time,2166.666667,333.33,9000,0.38,
62247,,Completed,9.0,Full-time,3333.333333,162.28,5000,0.24,0.021
62250,,Completed,7.0,Employed,9250.0,271.14,12000,0.13,0.0374
62251,B,Completed,,Full-time,2000.0,270.95,7500,0.26,
62252,B,Chargedoff,,Full-time,3000.0,114.57,3000,0.13,
62253,B,Chargedoff,,Full-time,4583.333333,70.31,2000,0.09,
62254,C,Completed,,Full-time,5545.583333,39.76,1000,0.21,
62258,HR,Completed,,Not available,4160.0,115.67,2800,0.05,
62259,,Chargedoff,4.0,Self-employed,10166.666667,173.71,4000,,0.165
62262,,Completed,6.0,Employed,5833.333333,265.02,6500,0.27,0.098
62263,B,Chargedoff,,Not available,3333.333333,298.42,8500,0.39,
62264,D,Completed,,,2083.333333,95.0,2550,0.07,
62265,,Completed,7.0,Employed,1750.0,241.71,6000,0.22,0.108
62267,D,Completed,,Full-time,5525.0,364.96,10000,0.28,
62270,,Chargedoff,4.0,Full-time,2500.0,361.37,9000,0.7,0.105
62271,,Completed,6.0,Employed,8333.333333,133.5,4000,0.05,0.1425
62272,,Completed,7.0,Full-time,4800.0,226.99,7000,0.3,0.0274
62274,A,Completed,,Full-time,60791.083333,885.61,25000,0.1,
62276,C,Chargedoff,,Full-time,1625.0,84.84,2500,0.3,
62277,,Completed,6.0,Employed,5333.333333,168.89,4000,0.2,0.147
62279,AA,Completed,,Not available,7083.333333,534.79,15000,0.26,
62280,,Completed,7.0,Full-time,3916.666667,86.04,2500,0.05,0.052
62282,E,Completed,,Full-time,2916.666667,79.41,2000,0.05,
62283,,Completed,9.0,Employed,11833.333333,163.58,5000,0.1,0.035
62287,HR,Completed,,Full-time,2426.666667,67.37,1500,0.07,
62288,,Completed,5.0,Employed,6250.0,273.32,11000,0.22,0.0549
62289,,Completed,9.0,Employed,3916.666667,192.87,6000,0.14,0.0249
62291,,Completed,9.0,Employed,13333.333333,824.88,25000,0.23,0.038
62293,B,Completed,,Full-time,2500.0,129.43,4000,0.4,
62295,A,Completed,,Full-time,1250.0,63.32,2000,0.1,
62297,E,Completed,,,10000.0,35.65,1000,0.017830000000000002,
62300,,Completed,2.0,Employed,4612.833333,434.31,15000,0.28,0.0975
62302,D,Chargedoff,,Not available,4500.0,417.26,11000,0.22,
62304,,Completed,7.0,Employed,1454.75,163.28,4000,0.11,0.112
62307,,Chargedoff,4.0,Not employed,0.0,173.71,4000,,0.165
62310,,Completed,10.0,Full-time,4500.0,37.11,1200,0.24,0.006
62311,C,Chargedoff,,Full-time,3750.0,282.56,7500,0.39,
62313,,Completed,8.0,Full-time,4000.0,193.37,5000,0.33,0.1
62314,AA,Completed,,Full-time,3250.0,204.89,6500,0.18,
62315,,Completed,7.0,Employed,4583.333333,293.4,10000,0.24,0.0849
62323,B,Completed,,,3666.666667,159.58,5000,0.19134,
62325,C,Completed,,Full-time,7083.333333,119.11,3500,0.18,
62328,,Completed,4.0,Employed,0.0,130.28,3000,,0.165
62329,,Completed,9.0,Full-time,4583.333333,173.33,5000,0.3,0.065
62330,HR,Completed,,Full-time,6500.0,125.68,2999,0.24,
62331,HR,Completed,,Full-time,2916.666667,226.04,5000,0.1,
62332,,Completed,6.0,Self-employed,2666.666667,83.55,2000,,0.14
62334,HR,Chargedoff,,Full-time,4833.333333,76.88,2000,0.02,
62336,B,Completed,,Full-time,1958.3333329999998,512.66,15000,0.61,
62337,B,Completed,,Self-employed,5416.666667,429.81,15000,0.34,
62339,D,Chargedoff,,Full-time,8416.666667,157.02,3800,0.29,
62340,AA,Completed,,Full-time,8166.666667,272.63,8700,0.13,
62343,,Completed,7.0,Part-time,2166.666667,39.23,1000,0.43,0.1
62351,HR,Completed,,Not available,3840.583333,72.62,2500,0.26,
62352,D,Chargedoff,,Full-time,2666.666667,117.7,3000,0.3,
62354,C,Completed,,Not available,2083.333333,44.98,2000,0.39,
62355,,Chargedoff,3.0,Employed,6583.333333,173.71,4000,0.12,0.1675
62356,AA,Completed,,Full-time,7500.0,276.43,12000,0.17,
62357,C,Completed,,Full-time,4500.0,0.0,3100,0.31,
62358,B,Completed,,Full-time,0.0,142.85,4000,,
62360,,Completed,10.0,Employed,7083.333333,77.75,2500,0.03,0.01
62364,,Chargedoff,3.0,Employed,5083.333333,173.71,4000,0.21,0.165
62365,,Chargedoff,8.0,Employed,4166.666667,134.0,4000,0.13,0.1375
62368,,Completed,9.0,Full-time,3500.0,242.6,7475,0.28,0.021
62370,B,Completed,,Full-time,5833.333333,655.68,20000,0.38,
62371,,Completed,5.0,Full-time,3333.333333,496.41,13000,0.53,0.098
62372,,Completed,9.0,Employed,10416.666667,418.07,17500,0.15,0.0474
62373,HR,Chargedoff,,Not available,5000.0,34.67,1000,0.17,
62377,,Chargedoff,6.0,Full-time,3333.333333,293.21,8000,,0.061
62379,,Completed,4.0,Full-time,3416.666667,100.66,2500,0.05,0.18
62380,,Completed,9.0,Employed,3578.333333,175.64,5400,0.18,0.0325
62382,,Completed,3.0,Other,4333.333333,86.38,2000,0.28,0.1625
62389,,Chargedoff,6.0,Full-time,4166.666667,42.55,1000,0.2,0.1
62391,,Completed,5.0,Employed,6666.666667,408.18,14500,0.25,0.065
62393,,Completed,9.0,Employed,2896.666667,96.23,4000,0.1,0.033
62401,E,Completed,,,4583.333333,0.0,1000,0.09,
62402,,Chargedoff,5.0,Employed,7083.333333,217.74,5000,0.22,0.147
62404,A,Completed,,Full-time,3621.916667,476.53,14000,0.5,
62406,AA,Chargedoff,,Retired,7103.0,322.67,10000,0.14,
62410,HR,Completed,,Full-time,4150.916667,0.0,2800,0.17,
62412,,Chargedoff,5.0,Employed,1666.666667,173.71,4000,0.11,0.1625
62413,E,Completed,,,3333.333333,80.32,2000,0.15,
62416,,Completed,8.0,Employed,2625.0,162.2,4600,0.13,0.0595
62422,,Completed,6.0,Employed,1208.333333,163.28,4000,0.57,0.108
62426,HR,Chargedoff,,Full-time,5350.0,45.23,1000,0.12,
62427,HR,Completed,,Full-time,5000.0,77.67,4000,0.29,
62428,,Completed,4.0,Employed,5666.666667,225.98,2500,0.15,0.0774
62430,,Completed,5.0,Employed,4416.666667,513.68,15000,0.45,0.0449
62431,,Completed,5.0,Employed,4333.333333,173.71,4000,0.44,0.165
62432,E,Chargedoff,,Full-time,5166.666667,49.73,1100,0.05,
62437,B,Completed,,Full-time,2700.0,266.46,8000,0.1,
62440,AA,Chargedoff,,Self-employed,0.0,213.05,6323,,
62444,B,Completed,,Full-time,6016.916667,132.86,4000,0.17,
62445,,Chargedoff,7.0,Employed,8500.0,517.71,15000,0.14,0.042
62449,AA,Completed,,Self-employed,9000.0,651.82,20000,0.24,
62450,,Chargedoff,7.0,Employed,4583.333333,81.64,2000,0.37,0.108
62459,D,Chargedoff,,Full-time,4000.0,190.44,5000,0.88,
62460,C,Completed,,Full-time,2083.333333,67.85,2000,0.11,
62461,HR,Chargedoff,,Full-time,2500.0,36.23,1000,0.13,
62464,,Completed,4.0,Employed,250.0,287.6,3000,1.92,0.1385
62465,AA,Completed,,Not available,3583.333333,549.98,17000,0.17,
62466,A,Completed,,Full-time,5000.0,192.84,6000,0.19,
62470,,Completed,5.0,Employed,3333.333333,116.83,2700,0.19,0.147
62473,,Chargedoff,6.0,Full-time,4125.0,212.26,5000,0.91,0.14
62474,D,Completed,,Full-time,4516.666667,160.44,4500,0.3,
62483,B,Completed,,Full-time,10670.0,361.02,10000,0.32,
62485,A,Chargedoff,,Not available,5896.25,341.44,10000,0.24,
62489,AA,Chargedoff,,Self-employed,5416.666667,235.02,7500,0.26,
62491,D,Completed,,,5000.0,305.52,8000,0.07,
62495,,Completed,4.0,Employed,1916.6666670000002,95.81,2200,0.36,0.147
